,totalDebt,totalDebt,totalDebt,totalDebt,totalDebt,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalCash,totalCash,totalCash,totalCash,totalCash,debtToEquity,debtToEquity,debtToEquity,debtToEquity,debtToEquity,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,operatingMargins,operatingMargins,operatingMargins,operatingMargins,operatingMargins,beta,beta,beta,beta,beta,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,marketCap,marketCap,marketCap,marketCap,marketCap,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,betaTax,betaTax,betaTax,betaTax,betaTax,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,bookEquity,bookEquity,bookEquity,bookEquity,bookEquity,investedCapital,investedCapital,investedCapital,investedCapital,investedCapital,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,totalRevenueMask,investedCapitalMask,salesToCapitalAggregate
,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,sum,sum,aggregate
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Improvement Retail,7,11291750371.428572,186333504.0,1015332992.0,16175745600.0,7,35722867296.0,1079735488.0,1342916992.0,49232423808.0,7,1838860371.4285715,164942500.0,330084992.0,2706028400.0,5,925.5366000000001,51.599,81.65,110.87700000000001,7,0.24757142857142858,0.0475,0.098,0.2385,7,0.11415571628571428,0.085535002,0.11417999999999999,0.14585500499999998,6,1.7826695000000001,1.30727175,1.6056725000000003,2.26842025,7,125.78142857142858,20.795,30.65,192.89,7,301641358.28571427,44448050.0,105592000,428114504,7,88416597622.85715,685902624.0,4416064512.0,92952234912.0,7,0.19509745433817938,0.10401796916358563,0.17978030176184584,0.2480277827843813,7,0.24,0.24,0.24,0.24,6,1.5831638125470533,1.0433965465532915,1.4343648205586772,1.9316829180080606,5,645049439.7030237,291540732.3943662,372894243.11247164,1034999951.9827688,5,8896640367.703022,303909740.3943662,317661243.11247164,2337315029.9347925,5,2.69630136241854,1.3874253177118665,3.2516134254784776,3.582058186780939,153495156512.0,44483201838.515114,3.450631927738136
Household & Personal Products,17,4700962571.294118,516470016.0,1972499968.0,5744000000.0,17,10081718699.294117,1229686016.0,2998099968.0,10472999936.0,17,1139046934.1176472,187900000.0,301601984.0,494000000.0,15,239.6634,53.9465,83.229,157.613,17,0.15547058823529417,-0.057,0.063,0.233,17,0.12444352964705885,0.09997,0.13304000000000002,0.19022,15,0.9985450666666668,0.546753,0.941818,1.1070125,17,106.61235294117648,33.17,101.71,142.43,17,347326748.2352941,41190400.0,122863000,336716992,17,43458399875.76471,2609744384.0,5904023552.0,25427499008.0,17,0.22632043196146934,0.0783779246689775,0.1502855155937272,0.20295544308191515,17,0.2400000000000001,0.24,0.24,0.24,15,0.8325218112746327,0.49304623346477483,0.7452580099151278,1.0047606708993728,15,4950590119.485982,733401383.9967903,1267815538.6994624,3785306505.5612164,15,9003181512.019316,1456794778.8937345,3859302916.811315,9349006700.225292,15,1.3048550240312085,0.9079854982566936,1.1252804795447482,1.7994183145068567,169939454880.0,135047722680.28973,1.2583659428475704
Industrial Distribution,12,1084207509.3333333,312809000.0,629750016.0,1022230976.0,12,5037790594.666667,1499491040.0,3362696448.0,5858510848.0,12,137568499.33333334,60681250.0,113870496.0,248109744.0,12,74.22608333333334,59.47475,73.62449999999998,95.43125,12,0.18308333333333338,0.11274999999999999,0.176,0.24825,12,0.08695916691666666,0.06987499949999999,0.081959998,0.0992,11,1.337520090909091,0.868571,1.218181,1.531688,12,137.7875,38.910000000000004,87.435,157.7775,12,90596201.33333333,30417225.0,41579000,50687425,12,8995130365.333334,1342083424.0,4805245952.0,10883714304.0,12,0.24861327988464557,0.05867431488489734,0.1323334930497883,0.3547176008643161,12,0.24000000000000007,0.24,0.24,0.24,11,1.0926466837530024,0.8045756015146146,1.1643043458355906,1.235462262713548,12,1387095219.178232,400519039.9722424,1107863848.7606637,2045438531.0201151,12,2333734229.1782317,665612268.150008,1747536909.6571035,3346069064.948259,12,2.3863072040561786,1.67114273156843,2.140902482817892,2.5829725043541782,60453487136.0,28004810750.138783,2.1586822233997927
Industrial Metals & Mining,22,1848917837.3181818,401312744.0,826012512.0,1844325024.0,21,7260360143.238095,1400800000.0,2087600000.0,12238699520.0,22,858798180.0,67276032.0,243345504.0,981375744.0,21,83.80728571428571,33.62,54.673,128.701,21,0.8130476190476191,0.35100000000000003,0.58,1.183,22,0.12104954490909087,0.0440275,0.093025,0.1950800025,21,1.725095714285714,1.2306489999999999,1.508051,2.180259,22,50.48727272727273,22.182499999999997,44.565,61.334999999999994,22,186326138.0,34163325.0,86605152,195614008,22,7877455499.636364,1334666016.0,1664657216.0,9697648256.0,22,0.36586868742987994,0.14919584295580668,0.2602278071387756,0.515737836331768,22,0.24000000000000013,0.24,0.24,0.24,21,1.3864657606745574,0.9077561572477246,1.2711259923034,1.8404026661293933,21,3613729439.020451,523701628.1553651,839786012.584666,5461035098.15586,21,4654002413.353785,828448782.9906403,1210400206.805791,7076607878.750113,20,1.7021758682862085,1.292642094753687,1.7417309228604139,2.1018489627995747,152165363008.0,97604374879.34193,1.5590014607040525
Information Technology Services,43,3976321430.3255816,223043496.0,1382835968.0,3920955520.0,43,8365894487.069767,1032597536.0,3374172928.0,11329702912.0,43,815437160.1860465,120742500.0,317300000.0,849264992.0,40,120.024875,13.980999999999998,61.51,135.3175,43,0.19420930232558134,0.0625,0.159,0.2255,43,0.014444418418604653,0.02635,0.07577,0.136345,34,1.2639883823529412,0.8492204999999999,1.145714,1.581818,43,96.17837209302328,27.42,43.92,124.75,43,165498270.3255814,54519650.0,96008200,195883000,43,13912052209.11628,3164751488.0,4867351040.0,10333076992.0,43,0.305535135853324,0.0335754619817432,0.21172526914552064,0.39600868249405685,43,0.24000000000000019,0.24,0.24,0.24,34,1.0116276261783899,0.7154533723668443,0.9344145783572082,1.2533690228216305,40,4477707103.380127,616843163.8058919,1455463317.6389532,3770377725.9442387,40,7785369513.7801285,785098909.9488442,2370470942.753155,6484624555.240328,40,2.2203032805911205,1.15495838991176,1.625383834547971,3.1422010883865523,355964641952.0,311414780551.20514,1.1430563485841663
Insurance,66,5054839985.454545,169558992.0,1611825472.0,4208592512.0,66,10080709489.454546,990413264.0,4069633408.0,11683249920.0,66,3007475150.060606,218808000.0,972048480.0,2912526080.0,60,45.816733333333325,18.610500000000002,27.951500000000003,41.23275,66,0.22139393939393923,-0.043500000000000004,0.0675,0.27,66,0.12525894063636367,0.09483999875,0.14816500500000002,0.22886500000000004,63,0.9524495873015875,0.6903895,0.915324,1.3072724999999998,66,105.4786363636364,36.2275,66.01,116.98,66,164390441.27272728,36516225.0,73709600,251765248,66,11990836183.272728,2090942528.0,5070883328.0,14133002752.0,66,0.5317052029723469,0.06575139645906904,0.2090773441407331,0.3291128496229682,66,0.24000000000000019,0.24,0.24,0.24,61,0.7735946347052451,0.5230218280339985,0.7574761742707138,0.9984759781549946,60,10511981620.03057,1310035146.0131922,5426544008.253544,12992708351.725986,60,12724571936.963905,1382946176.2417414,5908911440.840647,13365698445.54642,60,1.0116179643147583,0.6231813613314466,0.8846801803510548,1.294547597956216,663679220288.0,763474316217.8344,0.8692882081165376
Integrated Freight & Logistics,12,6315246253.333333,305640264.0,1465707008.0,3033819072.0,12,22213013768.0,3201517824.0,8650354944.0,19114435072.0,12,1824303577.3333333,223654248.0,308344992.0,1012433264.0,12,541.3121666666667,23.380750000000003,79.815,163.84825,12,0.6070000000000001,0.15025,0.243,0.5115,12,0.06431416666666666,0.046655,0.07836,0.0874175,12,1.1839388333333334,0.90155775,1.0407785,1.19870075,12,121.94,70.805,114.28,184.065,12,159325816.33333334,46552925.0,109862500,171069248,12,28268139264.0,2866159360.0,7724673280.0,21436106240.0,12,0.37658251225300304,0.0649835977629977,0.1215465351408323,0.5165554409280421,12,0.24000000000000007,0.24,0.24,0.24,12,0.9200116186166887,0.8676608885245716,0.9456892718414065,1.012396485222978,12,4241305221.3116546,836588372.5381863,1218971996.6523545,3046785906.662331,12,8732247897.311655,1201237548.6927872,2313403687.6630187,4208748415.6411753,12,3.2903136943515534,1.845443345588143,2.946907723687664,4.068281323008064,266556165216.0,104786974767.73987,2.543791017985024
Internet Content & Information,19,3141300894.3157897,125870000.0,221983008.0,2732433984.0,19,20174336212.210526,614538496.0,1086999040.0,4073187584.0,19,12059771409.68421,275622000.0,523184992.0,3795853440.0,16,43.6359375,10.3215,11.4685,40.25675,19,0.3602105263157894,0.186,0.35100000000000003,0.4405,19,0.04260894594736843,-0.055810001,0.03687,0.15803,14,1.3971812857142858,1.0777912500000002,1.211554,1.67753175,19,235.9884210526315,30.915,63.44,135.21499999999997,19,301155047.3684211,37960600.0,101684000,291947488,19,163571971176.42105,2489175296.0,4118905088.0,36054929408.0,19,0.09501725086301775,0.01432434908501793,0.06605061918604982,0.10459787755933214,19,0.24000000000000013,0.24,0.24,0.24,14,1.2880225766904285,1.0662284668968791,1.1476422959377477,1.5791933134377598,16,26281647593.758526,441643766.7377089,1740128533.2729998,7330054579.634151,16,15472305545.258522,301317850.8126673,613419984.3785806,5674807094.978503,16,2.819209727660117,0.7099777691186081,1.878249785409513,3.521243140190843,379254697152.0,247556888724.13635,1.5319900775397948
Internet Retail,11,14962722790.545454,46088500.0,2321807872.0,6252499968.0,11,46936831173.818184,678126496.0,2869320960.0,12894539264.0,11,9024944240.727272,234568496.0,609000000.0,1605022464.0,9,181.41799999999998,37.963,113.001,218.549,11,0.40727272727272723,0.0345,0.179,0.437,11,0.05495363627272727,0.003075000500000001,0.061779999999999995,0.115159995,11,1.990650181818182,1.1327265,1.844773,2.5338054999999997,11,389.32818181818186,16.98,59.95,202.85000000000002,11,187287771.63636363,46452300.0,81307600,257673508,11,170136482647.27274,1746476032.0,4149456384.0,34216100864.0,11,0.3790467884267852,0.041054910655775094,0.08723637663649687,0.20697661301416703,11,0.24000000000000005,0.24,0.24,0.24,10,1.524269954893234,0.9964454376754065,1.2991100869495904,2.3817665973384585,9,15302183036.977577,135016648.16870144,707999817.9377872,3913996344.9844203,9,22414773246.755356,109654932.22348076,2038598456.0777926,5691032885.413368,9,4.461017364490827,2.0491886732706748,2.6882878097247427,5.950395137136044,501385725504.0,201732959220.79822,2.485393202184823
Leisure,19,1443924684.2105262,210314000.0,592928000.0,2455434496.0,19,2234102581.0526314,708282016.0,1288696960.0,3432726016.0,19,371974578.5263158,78406000.0,259316992.0,517761488.0,17,1230.1791764705881,43.518,65.057,108.501,19,0.6738421052631578,0.0785,0.239,0.667,19,0.12298473747368424,0.08641499999999999,0.14805001,0.19057499500000002,16,1.4604137499999998,0.87103875,1.3937655,2.0147495,19,75.51157894736842,24.57,43.71,86.635,19,101244042.73684211,40008950.0,77095296,112794456,19,5595767717.052631,1078262304.0,3857465088.0,7643725056.0,19,0.3029921247200454,0.1157937790769311,0.22306074776205514,0.35933640027621727,19,0.24000000000000013,0.24,0.24,0.24,16,1.2042067395124199,0.8299751925816043,1.110390899622569,1.4548411906643488,17,1079694171.9678907,373875217.1172971,935014110.429448,1354756883.0222347,17,2049244467.026714,448458466.4310954,1254957150.4294481,2261004724.522925,17,1.6839354977623733,0.7584365876272068,1.7552879248669115,2.466292958842271,40677383088.0,34837155939.45414,1.1676436262103596
Lodging,5,5398140454.4,2130000000.0,3377999872.0,9731999744.0,5,1611410624.0,1023000000.0,1151000064.0,2054000000.0,5,1088623212.8,415116000.0,772000000.0,1288000000.0,4,487.51975000000004,165.78349999999998,346.0075,667.74375,5,1.0151999999999999,0.534,0.93,1.1420000000000001,5,0.22895198800000002,0.33623000000000003,0.36423,0.37925997,5,1.5193119999999998,1.437402,1.483636,1.691107,5,131.488,95.43,154.0,154.48,5,160702679.2,55629300.0,93177904,278721984,5,24770019840.0,8566912000.0,10492910592.0,43056971776.0,5,0.22551703032941206,0.2001584683545916,0.2260261077957328,0.2550713765298879,5,0.24,0.24,0.24,0.24,5,1.2988269027600057,1.1919933254699644,1.3132449971844469,1.41651043704502,4,1460535125.7346883,741536703.0663965,1020498721.2302852,1739497143.8985767,4,4736431741.734689,2510681150.0272913,3625997001.9262724,5851747593.633671,4,0.5042686810059095,0.25842856110225987,0.31968504516260676,0.5655251650662564,6003053120.0,18945726966.938755,0.3168552534550735
Luxury Goods,4,1085440756.0,304398500.0,442778496.0,1223820752.0,4,2240770040.0,630910776.0,1249340544.0,2859199808.0,4,621001996.0,197108244.0,323512992.0,747406744.0,4,166.54874999999998,68.57149999999999,96.5755,194.55275,4,0.3005,0.2295,0.27249999999999996,0.34349999999999997,4,-0.022972505499999997,-0.0785275065,0.102729999,0.158285,4,1.78452775,1.42324625,1.644415,2.0056965,4,26.44,11.6525,26.385,41.1725,4,109013477.0,43203625.0,72266750,138076602,4,3465357728.0,866152704.0,1036660288.0,3635865312.0,4,0.3792826490063838,0.24553266883706917,0.37911999069876046,0.5128699708680751,4,0.24,0.24,0.24,0.24,4,1.3737009165670524,1.1606553615432196,1.200489959339596,1.4135355143634287,4,1040793429.3874296,359854210.87035894,451232468.02811205,1132171686.5451827,4,1505232189.3874297,293332817.40143394,487733972.028112,1699633344.0141077,4,2.135134128423906,1.8928199643688108,2.250731582070385,2.4930457461254805,8963080160.0,6020928757.549719,1.488654079947563
Marine Shipping,4,770190272.0,433826336.0,690937056.0,1027300992.0,4,1611972888.0,478583704.0,1315073280.0,2448462464.0,4,77615174.0,70519250.0,78036000.0,85131924.0,4,57.8675,45.910000000000004,58.137,70.09450000000001,4,0.83275,0.5472499999999999,0.7175,1.0030000000000001,4,0.2255574975,0.1857724925,0.251554995,0.29134000000000004,4,1.17467475,0.9568825000000001,1.1277915,1.34558375,4,52.8625,38.575,52.915000000000006,67.2025,4,39414650.0,34841200.0,41978300,46551750,4,2165401568.0,673371392.0,2144553248.0,3636583424.0,4,0.4586566028283886,0.3507577587860341,0.41491457914594143,0.5228134231882959,4,0.24,0.24,0.24,0.24,4,0.8736710684516635,0.7844734393283842,0.8143757988634255,0.9035734279867049,4,1407343696.8563015,774923072.5299109,1087740971.5272768,1720161595.8536675,4,2099918794.8563015,1037921932.5299107,1614946475.5272765,2676943337.8536673,4,0.7462623536360997,0.4783112796585707,0.5026239554319124,0.7705750294094413,6447891552.0,8399675179.425206,0.7676358209414988
Medical Care Facilities,33,3223136806.6666665,174220992.0,871427008.0,3272199936.0,33,5006562267.636364,988880000.0,1829291008.0,3252461056.0,33,401991083.27272725,121708000.0,200856000.0,456424000.0,32,227.75271874999999,36.27525,97.38600000000001,264.31475,33,0.20590909090909087,0.07200000000000001,0.124,0.261,33,0.07335090878787881,0.056960000000000004,0.0991,0.12986,28,1.2670435357142857,0.6458435,1.2132465,1.7503895,33,80.32181818181817,26.87,60.28,100.28,33,104793670.06060606,32602400.0,74539000,134145000,33,6376987770.181818,1328284928.0,3741489920.0,5710820352.0,33,0.7223130440242831,0.10544479422832256,0.2736778085213063,0.5196102280506054,33,0.24000000000000016,0.24,0.24,0.24,28,0.8757686161265744,0.4098877590561487,0.7504379844430054,1.217769162268588,32,1229391351.1046891,422621229.62512654,873792279.2118583,1756696090.7700665,32,3782541618.3546896,446678821.16579175,1413099287.0494726,4101957650.768202,32,2.1440378660242465,0.9874016373536398,1.2582460150891164,1.8458395803877419,152962554704.0,121041331787.35007,1.263721676267825
Medical Devices,68,945900179.1617647,19147000.0,62288000.0,325955496.0,68,1695343295.8823528,92165250.0,214394000.0,848956480.0,68,507746734.0,82281500.0,162540000.0,385265008.0,65,69.19233846153845,7.3020000000000005,30.29,81.09100000000002,67,0.32453731343283604,0.07450000000000001,0.23399999999999999,0.402,68,-3.4544455880147056,-0.42958999999999997,0.0083999995,0.1075425,59,1.0541595593220339,0.8254540000000001,1.074805,1.4892865,68,91.32352941176471,19.11,38.21,88.4375,68,116187315.05882353,29381200.0,40062600,80447076,68,11754656055.294117,626836848.0,1285482240.0,5136366848.0,68,0.10254045720590646,0.01405005248949503,0.04067175746474065,0.1444622640319228,68,0.24000000000000016,0.24,0.24,0.24,58,1.0103660669792347,0.7719301385992337,1.0243292864132987,1.3447322980179321,65,1964254798.769923,122778422.27378193,295841140.82690483,755682497.3071157,65,2436208202.939154,44223046.74503207,164917531.64556962,926699456.7595301,65,1.8621699220184282,0.7825122346168419,1.3287802071377086,2.395514345223696,115150488120.0,158353533191.045,0.7271734693856002
Medical Distribution,7,3727586002.285714,1118608512.0,1632152064.0,6729715456.0,7,94523611986.28572,8028552192.0,12236224512.0,190679500000.0,7,1073961430.857143,80975500.0,154878000.0,2307000064.0,6,345.4275,81.00275,118.69050000000001,335.18949999999995,7,0.12928571428571428,0.10700000000000001,0.126,0.15350000000000003,7,0.06965857114285715,0.012695000000000001,0.025139999,0.056365000000000005,7,0.788571,0.584935,0.751688,0.8838955,7,92.07428571428571,48.22,60.62,105.025,7,143476141.7142857,86475900.0,138674000,180407496,7,14303392621.714285,3194908928.0,10737527808.0,21129194496.0,7,0.30088257151671044,0.23156152473187208,0.282778867221207,0.35920316734453883,7,0.24,0.24,0.24,0.24,7,0.6491976186059801,0.4423993640052182,0.6471877720391394,0.7440378355155759,6,1676559531.7454033,918251250.3139218,1203992226.339447,1445238186.6547618,6,3789621542.4120693,2234514836.9442606,3818992907.6001253,5437708655.961058,6,14.0954140641915,2.617304195722795,4.4929466663248965,28.599129028972445,410674283904.0,22737729254.472416,18.0613586918853
Medical Instruments & Supplies,29,1350906739.586207,26849000.0,100369000.0,950105024.0,29,2457787970.0689654,179384992.0,933825024.0,2826299904.0,29,589311800.0,67079000.0,216496992.0,621097984.0,27,106.84955555555555,8.6165,25.156999999999996,71.67949999999999,28,0.17035714285714293,0.082,0.11900000000000001,0.21225,29,0.11080862220689655,0.024430001,0.15241,0.21999000000000002,28,0.9422473928571427,0.68870075,0.9558435000000001,1.18207725,29,155.22137931034484,41.86,73.1,257.96,29,104254050.0,40810500.0,55221700,145723008,29,15721756172.137932,1127045632.0,4450628096.0,15731005440.0,29,0.08961182495107448,0.012906325894118637,0.03026674256255846,0.14806230533614165,29,0.24000000000000016,0.24,0.24,0.24,27,0.9321076607797019,0.6656636443668325,0.9623623195604422,1.2082551889643247,27,2661802140.3925147,224087472.267362,1013370331.7670512,3341936458.183435,27,3634820631.0591817,161929446.6902756,1098214240.2197356,4226908758.7343006,27,1.2641270054748153,0.5958005331098195,0.9132963496532184,1.3268024919920864,65630391900.0,98140157038.5979,0.6687414599732909
Metal Fabrication,9,559870233.7777778,8277000.0,145714000.0,796947008.0,9,2106991562.6666667,590601024.0,1509900032.0,3488838912.0,9,202454444.44444445,47726000.0,89884000.0,213200000.0,9,85.07122222222222,2.411,48.8,97.391,9,0.3567777777777778,0.166,0.214,0.5870000000000001,9,0.05934444222222221,0.0277,0.063379996,0.101789996,9,1.4131596666666666,1.231168,1.444675,1.6181809999999999,9,37.16222222222222,26.19,40.07,54.13,9,46092855.55555555,27589600.0,38394200,50334000,9,1543058542.2222223,777678528.0,1457659776.0,2071597568.0,9,0.35750301898130576,0.015891257764656313,0.28704087464146105,0.5056049512612742,9,0.24000000000000002,0.24,0.24,0.24,9,1.1468053353176015,0.8924213845928617,1.1920844306704073,1.4271772198142916,9,761302036.8057113,343301534.63293236,680200092.5563349,1126248260.9367752,9,1118717826.1390448,303852534.63293236,1167173260.9367752,1891400668.0274637,9,2.048393893840968,1.1112660041092293,1.8509755063704407,2.989135399829029,18962924064.0,10068460435.251404,1.8833985777614575
Mortgage Finance,6,11790321322.666666,5422810816.0,12610714112.0,14464723200.0,6,5071793834.666667,2150104448.0,3791546496.0,4447336384.0,6,1060135504.0,527255488.0,902240512.0,950896768.0,6,321.69183333333336,237.75549999999998,333.07550000000003,406.09950000000003,6,-0.10966666666666668,-0.30225,-0.126,0.01575,6,0.4760816633333333,0.402174995,0.48488498999999996,0.5540349999999999,4,1.3561035000000001,1.2197395000000002,1.3280515,1.4644154999999999,6,57.279999999999994,21.59,51.79,67.9275,6,72962400.0,39392475.0,67075900,96108650,6,8855095360.0,3410426624.0,4518202496.0,8616422528.0,6,2.0001953842473896,0.94074198279418,1.4017909103311466,3.101627856730426,6,0.24,0.24,0.24,0.24,4,0.5448754038396593,0.36792783197754547,0.5182138393173199,0.6951614111794335,6,3621146329.5619717,1797620626.7612472,3127011747.5483074,3443224741.663494,6,14351332148.228636,6665086365.365496,14805874851.548306,17003587173.66349,6,0.33047722608424795,0.2527074629549323,0.30789380075628114,0.3849719170566511,30430763008.0,86107992889.37181,0.3534023031647742
Oil & Gas,70,6489349401.257143,788893504.0,2472833024.0,6629401984.0,70,14461029595.542856,1033834496.0,2139417472.0,9779849728.0,68,1052773684.7058823,39847750.0,219168496.0,804650000.0,66,195.91963636363633,38.62225,77.0025,159.83374999999998,70,0.936742857142858,0.60725,0.879,1.18575,70,-0.07263699912857141,-0.1659649975,0.036539999999999996,0.2340025025,62,10.729376677419355,1.4602590000000002,2.1524669999999997,3.0058435,70,57.82485714285713,15.465,27.865000000000002,62.6525,70,378170688.28571427,77898128.0,180577504,426584744,70,17777357840.0,1728637088.0,4409144320.0,15224771072.0,70,0.6462635557124035,0.22674188055033612,0.5407965183823764,0.911409665124263,70,0.2400000000000001,0.24,0.24,0.24,55,1.489740732147581,0.9518884436769978,1.5416527070665862,1.9319680192569744,66,10267539337.663998,913466180.1871556,2051395442.6707854,6311139255.526497,64,16226796445.372187,1622912237.9618068,3652692781.983317,13876394165.262215,64,1.153402488024521,0.374177752999883,0.547577024515971,1.0577959045457774,999917293032.0,1038514972503.82,0.9628337766004833
Oil & Gas Equipment & Services,25,1727588131.52,68486000.0,423967008.0,917497984.0,25,3334845041.92,549217984.0,878520000.0,2044632960.0,25,601606204.16,67561000.0,181952000.0,312000000.0,25,64.55356,10.238,39.704,88.671,25,0.46227999999999986,0.009000000000000001,0.215,0.515,25,-0.009777200159999997,-0.074099995,-0.01594,0.06452000000000001,23,2.435139347826087,1.8708775,2.488311,3.107715,25,15.4452,7.07,10.65,21.68,25,226327445.44,61375800.0,103371000,181716000,25,4657657311.36,739639808.0,936419968.0,1981080832.0,25,0.43762325035133054,0.05231118425855042,0.3460217503620825,0.627682234897209,25,0.24000000000000013,0.24,0.24,0.24,22,1.820142115655112,1.3682423833696125,1.8527304348533424,2.2313177817882446,25,2308078683.6494064,579685567.920862,734605549.7679704,1191867361.6103525,25,3434060611.009406,610678555.5555555,1012205461.596342,1856105350.5935726,25,1.1072534273942696,0.646730164384351,1.023135190258569,1.3581936337609035,83371126048.0,85851515275.23515,0.9711083814970165
Packaged Foods,37,3592819598.7027025,413406016.0,1356620032.0,4700327936.0,37,5841214713.945946,1100918016.0,3783600128.0,7904900096.0,37,432249537.5135135,67188000.0,170836000.0,511084000.0,35,122.65300000000002,39.914500000000004,73.834,133.10899999999998,37,0.161945945945946,0.053,0.12300000000000001,0.245,37,0.10222107989189189,0.08404,0.110410005,0.16262000000000001,36,0.6251562222222222,0.40298625,0.6468240000000001,0.8157135,37,65.94810810810809,34.06,48.2,90.59,37,201087378.3783784,39236100.0,92881504,211395008,37,11788524403.891891,2369708544.0,4228463104.0,13198019584.0,37,0.35593022511459227,0.1237880808555102,0.3123433083286245,0.5134121835637072,37,0.24000000000000016,0.24,0.24,0.24,35,0.5131872071427809,0.3482907674954567,0.5277344719257221,0.6673317973392194,35,4487431197.226259,740030340.5572755,1506400944.5776234,3253122677.8375134,35,7748985259.169115,767384619.1954489,2396400020.310296,9028197398.517136,35,1.2579969133032889,0.6339073228938373,0.9913550285241101,1.666142005705567,208982344608.0,271214484070.91904,0.7705427139110824
Packaging & Containers,18,4407700247.111111,1853012992.0,4000063488.0,7362000128.0,18,7650122778.666667,3837750144.0,5541849600.0,11587575040.0,18,650382444.8888888,117107000.0,280733504.0,975250048.0,17,380.58729411764716,92.31,157.47299999999996,283.23,18,0.1513888888888889,0.09025,0.1375,0.17900000000000002,18,0.09787166594444445,0.07953249999999999,0.096629995,0.1201175,16,1.1904793125,0.89441525,1.1578635,1.294805,18,55.37388888888887,22.66,45.489999999999995,71.295,18,155361674.66666666,82606650.0,131734000,201632752,18,8271365383.111111,2940190592.0,6312577280.0,11189686528.0,18,0.7238201752869258,0.29898226983686516,0.5395756916151218,0.8798742594317017,18,0.2400000000000001,0.24,0.24,0.24,16,0.8004025172262549,0.6193834084815262,0.7395479762252004,0.856062197643997,17,2821469751.302297,1214000539.5557802,1853999750.1829019,3179995599.586628,17,6762212132.00818,3608299925.918932,5105000667.555779,8798000431.63632,17,1.2196948633074176,1.0287022774388894,1.17742835947621,1.4125126085704134,135864210016.0,114957606244.13905,1.1818635969807942
Paper & Paper Products,6,761591002.6666666,491136504.0,604723008.0,1156050000.0,6,1601853024.0,1055138512.0,1296499968.0,1633875008.0,6,88555333.33333333,42225000.0,86916000.0,124008000.0,6,196.10016666666664,103.90475,144.38400000000001,191.443,6,0.21650000000000003,0.1305,0.21400000000000002,0.33725,6,0.06791666683333333,0.045732499999999995,0.07289,0.08669000000000002,5,1.4619216000000002,1.203116,1.445714,1.535584,6,31.321666666666673,27.255000000000003,29.585,35.4925,6,30433166.666666668,19834825.0,30260300,40943325,6,866126112.0,783791408.0,788889152.0,926703056.0,6,0.8326591510350898,0.6222695727743293,0.8886914981558167,1.220800357427118,6,0.24,0.24,0.24,0.24,5,1.0424818592948455,0.6489534246019325,0.9658193075380256,1.0482228580024522,6,477625726.21418643,368451161.80044377,527451262.78753555,577888248.3705932,6,1150661395.54752,828729657.0219883,1068258270.7875357,1560750307.3620405,6,1.5703373099950682,1.0670965279282991,1.3728098069652335,1.846357245747336,9611118144.0,6903968373.285119,1.3921150307104806
Personal Services,11,1420981823.2727273,597741504.0,1363926016.0,1944592512.0,11,1878653643.6363637,1336632000.0,1669729024.0,2466081536.0,11,261271637.0909091,136827500.0,162232000.0,357973504.0,10,1788.1071,68.09725,210.637,339.75475,11,0.08690909090909092,0.005500000000000001,0.114,0.1865,11,0.1426481809090909,0.07866999999999999,0.15385,0.215469995,9,0.9427892222222223,0.710649,0.8737659999999999,0.965194,11,60.456363636363626,21.66,37.31,65.6,11,164714825.45454547,65195100.0,121160000,236484992,11,5756260340.363636,2833314304.0,4329759232.0,6669901312.0,11,0.3756155060922764,0.2005973155722234,0.2428309786025048,0.4881627704192509,11,0.24000000000000005,0.24,0.24,0.24,9,0.7439120821052674,0.5651390946711976,0.6340367732681509,0.8188592971245743,10,832409634.2927989,193413208.12209165,588543112.5227296,1219832477.3448663,10,1967728034.292799,853660015.9464582,1670272392.0718544,2640434129.4117665,10,3.6317365020698995,0.6248768616876113,0.8875156735185402,1.7754376759554116,19405091136.0,19677280342.92799,0.9861673360248783
